"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1",TRUE,9.39871003693856e-51,4721,2441,864,0.353953297828759,0.183012073713196,"GO:0019538","GO:BP","protein metabolic process",21026,5841,"GO:0043170,GO:0044238"
"query_1",TRUE,3.67697394276103e-42,5390,2441,924,0.378533387955756,0.171428571428571,"GO:0080090","GO:BP","regulation of primary metabolic process",21026,17565,"GO:0019222,GO:0044238"
"query_1",TRUE,3.84909592234637e-40,5920,2441,985,0.403523146251536,0.166385135135135,"GO:0048522","GO:BP","positive regulation of cellular process",21026,12638,"GO:0009987,GO:0048518,GO:0050794"
"query_1",TRUE,2.02065884249626e-38,3594,2441,667,0.273248668578451,0.185587089593767,"GO:0006996","GO:BP","organelle organization",21026,2598,"GO:0016043"
"query_1",TRUE,1.1803265721894e-36,6264,2441,1015,0.415813191315035,0.162037037037037,"GO:0048518","GO:BP","positive regulation of biological process",21026,12634,"GO:0008150,GO:0050789"
"query_1",TRUE,8.95824412193638e-30,7035,2441,1083,0.443670626792298,0.153944562899787,"GO:0019222","GO:BP","regulation of metabolic process",21026,5569,"GO:0008152,GO:0050794"
"query_1",TRUE,2.54609954821368e-29,3030,2441,556,0.227775501843507,0.183498349834984,"GO:0043412","GO:BP","macromolecule modification",21026,10582,"GO:0043170"
"query_1",TRUE,7.07909293969706e-29,2010,2441,406,0.166325276526014,0.201990049751244,"GO:0051649","GO:BP","establishment of localization in cell",21026,13672,"GO:0051234,GO:0051641"
"query_1",TRUE,7.07909293969706e-29,3597,2441,633,0.25931995083982,0.175979983319433,"GO:0009893","GO:BP","positive regulation of metabolic process",21026,3738,"GO:0008152,GO:0019222,GO:0048522"
"query_1",TRUE,1.03473817576135e-28,1381,2441,308,0.126177795985252,0.22302679217958,"GO:0046907","GO:BP","intracellular transport",21026,12264,"GO:0006810,GO:0051641,GO:0051649"
"query_1",TRUE,2.79406495250007e-28,3661,2441,639,0.261777959852519,0.174542474733679,"GO:0051641","GO:BP","cellular localization",21026,13664,"GO:0009987,GO:0051179"
"query_1",TRUE,6.9043300085574e-28,2846,2441,524,0.214666120442442,0.184118060435699,"GO:0036211","GO:BP","protein modification process",21026,9413,"GO:0019538,GO:0043412"
"query_1",TRUE,6.9043300085574e-28,1855,2441,379,0.155264235968865,0.204312668463612,"GO:0051246","GO:BP","regulation of protein metabolic process",21026,13411,"GO:0019538,GO:0060255,GO:0080090"
"query_1",TRUE,6.9043300085574e-28,12336,2441,1691,0.692748873412536,0.137078469520104,"GO:0050789","GO:BP","regulation of biological process",21026,13086,"GO:0008150,GO:0065007"
"query_1",TRUE,1.60616345600897e-27,4727,2441,778,0.318721835313396,0.164586418447218,"GO:0007275","GO:BP","multicellular organism development",21026,2788,"GO:0032501,GO:0048856"
"query_1",TRUE,3.44807186398748e-27,3288,2441,583,0.238836542400655,0.177311435523114,"GO:0010604","GO:BP","positive regulation of macromolecule metabolic process",21026,4234,"GO:0009893,GO:0043170,GO:0060255"
"query_1",TRUE,4.10221346344446e-27,11946,2441,1644,0.673494469479721,0.137619286790558,"GO:0050794","GO:BP","regulation of cellular process",21026,13090,"GO:0009987,GO:0050789"
"query_1",TRUE,9.62994195868477e-27,12743,2441,1730,0.708725931995084,0.135760809856392,"GO:0065007","GO:BP","biological regulation",21026,15666,"GO:0008150"
"query_1",TRUE,1.44817963024864e-25,727,2441,190,0.0778369520688243,0.261348005502063,"GO:0006412","GO:BP","translation",21026,2162,"GO:0009059,GO:0010467,GO:0019538"
"query_1",TRUE,1.67755371734087e-25,6492,2441,994,0.407210159770586,0.153111521873075,"GO:0060255","GO:BP","regulation of macromolecule metabolic process",21026,14264,"GO:0019222,GO:0043170"
"query_1",TRUE,2.08367993168534e-25,3990,2441,671,0.274887341253585,0.168170426065163,"GO:0019219","GO:BP","regulation of nucleobase-containing compound metabolic process",21026,5566,"GO:0006139,GO:0080090"
"query_1",TRUE,3.92344689791928e-25,2639,2441,484,0.19827939369111,0.183402804092459,"GO:0009056","GO:BP","catabolic process",21026,3218,"GO:0008152"
"query_1",TRUE,4.19109454896152e-25,4053,2441,678,0.277755018435068,0.167283493708364,"GO:0048731","GO:BP","system development",21026,12821,"GO:0007275,GO:0048856"
"query_1",TRUE,8.02506272525897e-25,1830,2441,365,0.149528881605899,0.199453551912568,"GO:0033554","GO:BP","cellular response to stress",21026,8226,"GO:0006950,GO:0051716"
"query_1",TRUE,9.44427316426136e-25,5997,2441,928,0.380172060630889,0.15474403868601,"GO:0048856","GO:BP","anatomical structure development",21026,12931,"GO:0032502"
"query_1",TRUE,1.785275850217e-24,2433,2441,452,0.185170012290045,0.185778873818331,"GO:0051128","GO:BP","regulation of cellular component organization",21026,13332,"GO:0016043,GO:0050794"
"query_1",TRUE,3.10537691699259e-24,6553,2441,995,0.407619827939369,0.151838852434,"GO:0032502","GO:BP","developmental process",21026,7558,"GO:0008150"
"query_1",TRUE,3.26199772991715e-24,2965,2441,526,0.215485456780008,0.177403035413153,"GO:0035556","GO:BP","intracellular signal transduction",21026,9022,"GO:0007165"
"query_1",TRUE,4.2630913097379e-24,1280,2441,278,0.113887750921753,0.2171875,"GO:0022402","GO:BP","cell cycle process",21026,6561,"GO:0007049,GO:0009987"
"query_1",TRUE,1.06126690769835e-23,1663,2441,336,0.137648504711184,0.20204449789537,"GO:0007049","GO:BP","cell cycle",21026,2636,"GO:0009987"
